Orthogroup,FlybaseProteinID,Lneg_protein,,,,,,,,,,,,,,,,,,,,,,,
OG0000285,"FBpp0099646, FBpp0086157, FBpp0086156, FBpp0305731",Glutathione_S-transferases_Lneg_g11977_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0000285,"FBpp0099646, FBpp0086157, FBpp0086156, FBpp0305731", Glutathione_S-transferases_Lneg_g11654_i2,,,,,,,,,,,,,,,,,,,,,,,
OG0000994,"FBpp0288525, FBpp0304761, FBpp0073425",Lneg_g03266_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0000994,"FBpp0288525, FBpp0304761, FBpp0073425", Lneg_g08076_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0001092,"FBpp0072931, FBpp0072932, FBpp0072930",Lneg_g08209_i2,,,,,,,,,,,,,,,,,,,,,,,
OG0001104,"FBpp0076349, FBpp0076348, FBpp0076376",Lneg_g12157_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0001104,"FBpp0076349, FBpp0076348, FBpp0076376", Lneg_g06201_i2,,,,,,,,,,,,,,,,,,,,,,,
OG0001173,"FBpp0292565, FBpp0303209, FBpp0075308, FBpp0075309, FBpp0303210",Lneg_g02826_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0001228,"FBpp0078166, FBpp0071116, FBpp0428084, FBpp0071115, FBpp0071117",Lneg_g03988_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0001261,FBpp0290778,Lneg_g06141_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0001268,"FBpp0310669, FBpp0082079, FBpp0082077, FBpp0099824",Glutathione_S-transferases_Lneg_g08281_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0001268,"FBpp0310669, FBpp0082079, FBpp0082077, FBpp0099824", Glutathione_S-transferases_Lneg_g13963_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0001268,"FBpp0310669, FBpp0082079, FBpp0082077, FBpp0099824", Lneg_g07241_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0002108,"FBpp0074023, FBpp0074020, FBpp0074021, FBpp0074022",Lneg_g06354_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0002592,"FBpp0305282, FBpp0290166",Lneg_g15894_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0002764,"FBpp0071631, FBpp0074830, FBpp0300970",Lneg_g01300_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0002833,"FBpp0308757, FBpp0308756, FBpp0073595, FBpp0311371, FBpp0073594",Lneg_g16205_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0003309,"FBpp0074825, FBpp0308626, FBpp0079333",Lneg_g15084_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0003309,"FBpp0074825, FBpp0308626, FBpp0079333", Lneg_g03797_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0003417,"FBpp0289447, FBpp0077002, FBpp0309051",Glutathione_S-transferases_Lneg_g12122_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0003663,"FBpp0079437, FBpp0079436",Lneg_g12903_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0003906,"FBpp0081521, FBpp0081520, FBpp0081519",Glutathione_S-transferases_Lneg_g03033_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0004087,"FBpp0088397, FBpp0088977",Lneg_g05719_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0004565,FBpp0076936,Lneg_g00517_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0004565,FBpp0076936, Lneg_g10725_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0004818,FBpp0073806,Lneg_g06618_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0004818,FBpp0073806, Lneg_g08865_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0005000,FBpp0288489,Lneg_g06801_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0005095,"FBpp0300563, FBpp0077027, FBpp0077028",Chitin_binding_Peritrophin-A_domain_Lneg_g06269_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0005619,"FBpp0086226, FBpp0311603",Lneg_g01693_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0006630,FBpp0078265,Lneg_g04804_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0007125,FBpp0072767,Lneg_g13449_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0007320,FBpp0080044,Lneg_g15444_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0007474,FBpp0077368,Lneg_g10202_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0007883,FBpp0076804,Lneg_g11703_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0007887,FBpp0075958,Lneg_g14504_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0008004,"FBpp0072853, FBpp0072852, FBpp0304422",Lneg_g15770_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0008197,FBpp0070224,Lneg_g02565_i1,,,,,,,,,,,,,,,,,,,,,,,
OG0008955,FBpp0113023,Glutathione_S-transferases_Lneg_g06212_i1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
